source_tag,source_category,source_posts,target_tag,alias_status,target_category,target_posts,target_has_definition,target_is_alias
lobomon,character,121,wolfmon,active,character,241,0,0
midorikawa_retasu,character,121,midorikawa_lettuce,active,character,204,0,0
ro635,general,121,colt_9mm_smg,active,general,193,1,0
sousaki_shino,character,121,mandalay_(boku_no_hero_academia),active,character,218,1,0
yugo_(yu-gi-oh!),character,121,yuugo_(yu-gi-oh!),active,character,131,0,0
bloody_leg,general,120,blood_on_leg,active,general,1909,1,0
elvetie,character,120,erubetie,active,character,140,1,0
gyakuten_saiban_3,copyright,120,phoenix_wright:_ace_attorney_-_trials_and_tribulations,active,copyright,350,1,0
hyuuga_minoru,character,120,hinata_minoru,active,character,143,1,0
magimirai_miku_(2021),character,120,magical_mirai_miku_(2021),active,character,264,1,0
mo_dao_zu_shi,copyright,120,modao_zushi,active,copyright,5026,1,0
olim_(pokemon),character,120,sada_(pokemon),active,character,361,1,0
trails_of_cold_steel_iv,copyright,120,sen_no_kiseki_iv,active,copyright,887,1,0
apollonia_vaar,character,119,black_knight_(granblue_fantasy),active,character,121,1,0
desert_pattern,general,119,desert_camouflage,active,general,253,1,0
evangelion,copyright,119,neon_genesis_evangelion,active,copyright,53002,1,0
garbage,general,119,trash,active,general,1328,1,0
m32,general,119,milkor_mgl,active,general,175,1,0
magic_skirt,general,119,convenient_skirt,active,general,247,1,0
moulting,general,119,shedding,active,general,221,1,0
shuujin_academy_uniform,general,119,shuujin_academy_school_uniform,active,general,1436,1,0
teppeki_skirt,general,119,convenient_skirt,active,general,247,1,0
awata_kaoruko,character,118,bubble_girl_(boku_no_hero_academia),active,character,131,1,0
eagle_marin,character,118,aquila_marin,active,character,10,1,0
enjou_kouhai_oshiego_wa_elf_ryuu_ningyo_jinrou,copyright,118,enjo_kouhai,active,copyright,386,1,0
quaver_rest,general,118,eighth_rest,active,general,62,1,0
belly_poke,general,117,poking_belly,active,general,331,1,0
cellophane_(boku_no_hero_academia),general,117,sero_hanta,active,character,299,1,0
mighty_no._3,character,117,dynatron_(mighty_no._9),active,character,164,0,0
okita_souji_(alter_swimsuit_saber)_(fate),character,117,okita_souji_alter_(swimsuit_saber)_(fate),active,character,205,1,0
sheer_panties,general,117,see-through_panties,active,general,1532,1,0
black_flame,general,116,black_fire,active,general,528,1,0
butterfly_knife,general,116,balisong,active,general,161,1,0
mika_schmidt,character,116,mika_(genshin_impact),active,character,379,1,0
splatterscope_(splatoon),general,116,splat_charger_(splatoon),active,general,328,1,0
camera_hanging_from_neck,general,114,camera_around_neck,active,general,949,1,0
headband_removed,general,114,unworn_headband,active,general,175,0,0
kouhai-chan_(yomu_(sgt_epper)),character,114,kouhai-chan_(douki-chan),active,character,251,1,0
shark_girl_(azuumori),character,114,mako_(azuumori),active,character,132,0,0
sig_sauer_p226,general,114,sig_p220/p226,active,general,189,1,0
tailman_(boku_no_hero_academia),general,114,ojiro_mashirao,active,character,277,1,0
teabagging_(sexual),general,114,testicles_on_face,active,general,452,1,0
crotchet,general,113,quarter_note,active,general,1530,1,0
hoplite_(sekaiju),general,113,phalanx_(sekaiju),active,character,139,1,0
neemon,character,113,neamon,active,character,276,0,0
oura_kanako,character,113,oora_kanako,active,character,142,1,0
ripped_hakama,general,113,torn_hakama,active,general,175,1,0
ripped_necktie,general,113,torn_necktie,active,general,333,1,0
three-color_desert_(camo),general,113,desert_camouflage,active,general,253,1,0
tri-color_desert,general,113,desert_camouflage,active,general,253,1,0
beginner_driver_mark,general,112,shoshinsha_mark,active,general,462,1,0
cloche_(tableware),general,112,serving_dome,active,general,268,1,0
cz-75,general,112,cz_75,active,general,211,1,0
head_screw,general,112,screw_in_head,active,general,844,1,0
holding_bunny,general,112,holding_rabbit,active,general,691,1,0
in_hood,general,112,hood_basket,active,general,179,1,0
nemo_(pokemon),character,112,nemona_(pokemon),active,character,2685,1,0
school_girl,general,112,school_uniform,active,general,1006204,1,0
sleeping_beauty_(sinoalice),general,112,briar_rose_(sinoalice),active,character,172,0,0
archerko,character,111,archerko_(himura_kiseki),active,character,136,1,0
asymmetrical_irises,general,111,mismatched_irises,active,general,237,1,0
bunny_earmuffs,general,111,rabbit_earmuffs,active,general,211,1,0
polygonal,general,111,low_poly,active,general,594,1,0
pseudo-geto,character,111,getou_suguru_(kenjaku),active,alias,274,1,0
sig_550,general,111,sig_sg550,active,general,131,1,0
bunny_ornament,general,110,rabbit_ornament,active,general,634,1,0
character-shaped_food,general,110,character-themed_food,active,general,1079,1,0
crotchet_rest,general,110,quarter_rest,active,general,62,1,0
cue_ball,general,110,billiard_ball,active,general,952,1,0
kaoruko_awata,character,110,bubble_girl_(boku_no_hero_academia),active,character,131,1,0
psx,general,110,playstation_1,active,general,249,1,0
short_front_long_back_skirt,general,110,high-low_skirt,active,general,1487,1,0
ellias_ainsworth,character,109,elias_ainsworth,active,character,188,0,0
navel_ring,general,109,navel_piercing,active,general,19985,1,0
ps1,general,109,playstation_1,active,general,249,1,0
square_halo,general,109,rectangular_halo,active,general,3504,1,0
swimsuit_of_perpetual_summer_ver.02,general,109,mash_kyrielight_(swimsuit_of_perpetual_summer_ver.02),active,character,219,1,0
tanuki_boy,general,109,raccoon_boy,active,general,1093,1,0
the_executioner_and_her_way_of_life,copyright,109,shokei_shoujo_no_virgin_road,active,copyright,151,1,0
untied_shoes,general,109,untied_footwear,active,general,302,1,0
alfyn_(octopath_traveler),character,108,alfyn_greengrass,active,general,60,0,0
cs_perrault,character,108,perrault_(last_origin),active,character,166,0,0
diamond_shaped_buttons,general,108,diamond_button,active,general,8062,1,0
head_bolt,general,108,screw_in_head,active,general,844,1,0
kitaouji_sakura,character,108,kitaoji_sakura,active,character,132,1,0
megagargomon,character,108,saintgalgomon,active,character,219,0,0
orianna_reveck,character,108,orianna_(league_of_legends),active,character,156,1,0
otose_kotama,character,108,kotama_(blue_archive),active,character,474,1,0
polka_dot_hat,general,108,polka_dot_headwear,active,general,2270,1,0
solf_j_kimblee,character,108,solf_j._kimblee,active,character,118,1,0
standing_on_broom,general,108,broom_surfing,active,general,215,1,0
ai_(aria),character,107,aino_ai,active,character,134,0,0
creampie_eating,general,107,felching,active,general,274,1,0
gian_(doraemon),character,107,gouda_takeshi,active,character,161,1,0
iguana_(animal),general,107,iguana,active,general,115,1,0
march_hare,character,107,march_hare_(alice_in_wonderland),active,character,50,1,0
master_4_(tokyo_houkago_summoners),character,107,protagonist_4_(housamo),active,character,370,1,0
nurnberg_(azur_lane),character,107,nuernberg_(azur_lane),active,character,32,1,0
nz_75,general,107,cz_75,active,general,211,1,0
shirt_half_tucked_in,general,107,shirt_partially_tucked_in,active,general,1277,1,0
blazer_removed,general,106,unworn_blazer,active,general,155,1,0
exhaust_hood,general,106,kitchen_hood,active,general,174,1,0
jaian_(doraemon),character,106,gouda_takeshi,active,character,161,1,0
tongari_corn,general,106,bugles_(food),active,general,105,1,0
window_writing,general,106,glass_writing,active,general,612,1,0
cardigan_removed,general,105,unworn_cardigan,active,general,229,1,0
kise_sacchan,character,105,kise_saki,active,character,123,1,0
pegasusmon,character,105,pegasmon,active,character,184,0,0
bolt_in_head,general,104,screw_in_head,active,general,844,1,0
magical_girl_site,copyright,104,mahou_shoujo_site,active,copyright,126,1,0
side_mirror,general,104,side-view_mirror,active,general,277,1,0
sig_sauer_p220,general,104,sig_p220/p226,active,general,189,1,0
untied_boots,general,104,untied_footwear,active,general,302,1,0
cassiopeia_du_couteau,character,103,cassiopeia_(league_of_legends),active,character,142,1,0
hephaestus_(tokyo_houkago_summoners),character,103,hephaestus_(housamo),active,character,254,1,0
nippon_housou_kyoukai,copyright,103,nhk_(broadcaster),active,copyright,138,1,0
spirit_horse,general,103,shouryouuma,active,general,125,1,0
btr,general,102,armored_personnel_carrier,active,general,425,1,0
bunny_bag,general,102,rabbit_bag,active,general,289,1,0
nekoarc_chaos,character,102,neco-arc_chaos,active,character,100,1,0
riou_(gensou_suikoden),character,102,riou_(suikoden),active,character,146,1,0
twin_tails,general,102,twintails,active,general,0,1,0
biohazard_1,copyright,101,resident_evil_1,active,copyright,474,1,0
cutoff_line,general,101,cut-here_line,active,general,540,1,0
earring_removed,general,101,unworn_earring,active,general,186,0,0
gotsumon,character,101,gottsumon,active,character,237,0,0
hailey_thomas,general,101,misora_inaho,active,character,167,1,0
hanuma_makoto,character,101,makoto_(blue_archive),active,character,948,1,0
jarvan_lightshield_iv,character,101,jarvan_iv_(league_of_legends),active,character,137,1,0
kon_(fate),character,101,con_(fate),active,character,237,0,0
lrl,character,101,lrl_(last_origin),active,character,188,1,0
lyon_(gensou_suikoden),character,101,lyon_(suikoden),active,character,108,0,0
orion_(super_archer)_(fate),character,101,super_orion_(fate),active,character,190,1,0
otherside_picnic,copyright,101,urasekai_picnic,active,copyright,348,1,0
princess_knight_(tezuka),copyright,101,ribbon_no_kishi,active,copyright,121,1,0
transparent_sleeves,general,101,see-through_sleeves,active,general,18211,1,0
archer_(fate/prototype),character,100,gilgamesh_(fate/prototype),active,character,105,1,0
art_of_fighting,copyright,100,ryuuko_no_ken,active,copyright,1796,1,0
arturia_(arknights),character,100,virtuosa_(arknights),active,character,1783,1,0
bow_removed,general,100,unworn_bow,active,general,350,1,0
girls_frontline_neural_cloud,general,100,girls'_frontline_neural_cloud,active,,,0,0
lychee_light_club,copyright,100,litchi_hikari_club,active,copyright,140,1,0
marchen_madchen,copyright,100,maerchen_maedchen,active,copyright,101,1,0
rylai_crestfall,character,100,crystal_maiden,active,character,156,1,0
sig_sauer_p225,general,100,sig_p220/p226,active,general,189,1,0
